12, 02, 42, 房间00, 密码, 00040030, 00, 00, 游戏状态, 25, 用户进入, 0
12, 36, 10, 房间02, 密码, 00040030, 00, 00, 		游戏状态, 1, 定时器, 49, 
12, 36, 10, 房间02, 密码, 00040030, 00, 00, 游戏状态, 1, 用户进入, 1
12, 36, 11, 房间02, 密码, 00040030, 00, 00, 		游戏状态, 1, 定时器, 49, 
12, 36, 12, 房间02, 密码, 00040030, 00, 00, 		游戏状态, 1, 定时器, 49, 
12, 36, 12, 房间02, 密码, 00040030, 00, 00, 游戏状态, 24, 服务器, 游戏开始				
12, 36, 14, 房间02, 密码, 00040030, 00, 00, 		游戏状态, 24, 定时器, 38, 游戏开始定时器		 
12, 36, 14, 房间02, 密码, 00040030, 00, 00, 		游戏状态, 21, 定时器, 32, 下注完成定时器
12, 36, 15, 房间02, 密码, 00040030, 00, 00, 			游戏状态, 22, 服务器, 通知发牌信息	   		, iStartPos=0, iUserCard={[0]=_0x3D_0x39_0x06_0x15_0x05[1]=_0x0C_0x08_0x28_0x36_0x25[2]=_0x00_0x00_0x00_0x00_0x00[3]=_0x00_0x00_0x00_0x00_0x00[4]=_0x00_0x00_0x00_0x00_0x00[5]=_0x00_0x00_0x00_0x00_0x00}, iUserCardCount={[0]=5[1]=5[2]=0[3]=0[4]=0[5]=0}
12, 36, 16, 房间02, 密码, 00040030, 00, 00, 		游戏状态, 22, 定时器, 33, 发牌结束定时器
12, 36, 16, 房间02, 密码, 00040030, 00, 00, 游戏状态, 22, 服务器, 发牌完成		   		
12, 36, 16, 房间02, 密码, 00040030, 00, 00, 			游戏状态, 23, 服务器, 通知开牌摆牛	   		, iOutDeskStation=1
12, 36, 17, 房间02, 密码, 00040030, 00, 00, 		游戏状态, 23, 定时器, 48, 
12, 36, 22, 房间02, 密码, 00040030, 00, 00, 			游戏状态, 23, 客户端,  1, 玩家摆牛		   		, byDeskStation=1, bReadyOpenCard{, byUnderCard{[0]=0x00[1]=0x00[2]=0x00}, byUpCard{[0]=0x00[1]=0x00}, iShape=0
12, 36, 22, 房间02, 密码, 00040030, 00, 00, 			游戏状态, 23, 服务器, 玩家摆牛结果	   		, byDeskStation=1, bReadyOpenCard{, byUnderCard{[0]=0x0C[1]=0x08[2]=0x28}, byUpCard{[0]=0x36[1]=0x25}, iShape=0
12, 36, 26, 房间02, 密码, 00040030, 00, 00, 		游戏状态, 23, 定时器, 34, 自动摆牛计时器
12, 36, 29, 房间02, 密码, 00040030, 00, 00, 			游戏状态, 23, 客户端,  0, 玩家摆牛		   		, byDeskStation=0, bReadyOpenCard{, byUnderCard{[0]=0x00[1]=0x00[2]=0x00}, byUpCard{[0]=0x00[1]=0x00}, iShape=0
12, 36, 29, 房间02, 密码, 00040030, 00, 00, 			游戏状态, 23, 服务器, 玩家摆牛结果	   		, byDeskStation=0, bReadyOpenCard{, byUnderCard{[0]=0x3D[1]=0x39[2]=0x06}, byUpCard{[0]=0x15[1]=0x05}, iShape=0
12, 36, 30, 房间02, 密码, 00040030, 00, 00, 		游戏状态, 23, 定时器, 35, 游戏结束定时器
12, 36, 30, 房间02, 密码, 00040030, 00, 00, 			游戏状态, 25, 服务器, 游戏结束				, iUserState{[0]=3[1]=3[2]=0[3]=0[4]=0[5]=0}, iChangeMoney{[0]=-1[1]=1[2]=0[3]=0[4]=0[5]=0
12, 36, 31, 房间02, 密码, 00040030, 00, 00, 		游戏状态, 25, 定时器, 49, 
12, 36, 32, 房间02, 密码, 00040030, 00, 00, 		游戏状态, 25, 定时器, 49, 
12, 36, 33, 房间02, 密码, 00040030, 00, 00, 		游戏状态, 25, 定时器, 49, 
12, 36, 34, 房间02, 密码, 00040030, 00, 00, 		游戏状态, 25, 定时器, 49, 
12, 36, 34, 房间02, 密码, 00040030, 00, 00, 游戏状态, 24, 服务器, 游戏开始				
12, 36, 36, 房间02, 密码, 00040030, 00, 00, 		游戏状态, 24, 定时器, 38, 游戏开始定时器		 
12, 36, 37, 房间02, 密码, 00040030, 00, 00, 		游戏状态, 21, 定时器, 32, 下注完成定时器
12, 36, 37, 房间02, 密码, 00040030, 00, 00, 			游戏状态, 22, 服务器, 通知发牌信息	   		, iStartPos=0, iUserCard={[0]=_0x0D_0x37_0x3C_0x15_0x3B[1]=_0x36_0x2D_0x26_0x18_0x1C[2]=_0x00_0x00_0x00_0x00_0x00[3]=_0x00_0x00_0x00_0x00_0x00[4]=_0x00_0x00_0x00_0x00_0x00[5]=_0x00_0x00_0x00_0x00_0x00}, iUserCardCount={[0]=5[1]=5[2]=0[3]=0[4]=0[5]=0}
12, 36, 38, 房间02, 密码, 00040030, 00, 00, 		游戏状态, 22, 定时器, 33, 发牌结束定时器
12, 36, 38, 房间02, 密码, 00040030, 00, 00, 游戏状态, 22, 服务器, 发牌完成		   		
12, 36, 38, 房间02, 密码, 00040030, 00, 00, 			游戏状态, 23, 服务器, 通知开牌摆牛	   		, iOutDeskStation=1
12, 36, 39, 房间02, 密码, 00040030, 00, 00, 		游戏状态, 23, 定时器, 48, 
12, 36, 41, 房间02, 密码, 00040030, 00, 00, 			游戏状态, 23, 客户端,  1, 玩家摆牛		   		, byDeskStation=1, bReadyOpenCard{, byUnderCard{[0]=0x00[1]=0x00[2]=0x00}, byUpCard{[0]=0x00[1]=0x00}, iShape=0
12, 36, 41, 房间02, 密码, 00040030, 00, 00, 			游戏状态, 23, 服务器, 玩家摆牛结果	   		, byDeskStation=1, bReadyOpenCard{, byUnderCard{[0]=0x2D[1]=0x18[2]=0x1C}, byUpCard{[0]=0x36[1]=0x26}, iShape=4
12, 36, 44, 房间02, 密码, 00040030, 00, 00, 			游戏状态, 23, 客户端,  0, 玩家摆牛		   		, byDeskStation=0, bReadyOpenCard{, byUnderCard{[0]=0x00[1]=0x00[2]=0x00}, byUpCard{[0]=0x00[1]=0x00}, iShape=0
12, 36, 44, 房间02, 密码, 00040030, 00, 00, 			游戏状态, 23, 服务器, 玩家摆牛结果	   		, byDeskStation=0, bReadyOpenCard{, byUnderCard{[0]=0x0D[1]=0x37[2]=0x3C}, byUpCard{[0]=0x15[1]=0x3B}, iShape=0
12, 36, 45, 房间02, 密码, 00040030, 00, 00, 		游戏状态, 23, 定时器, 35, 游戏结束定时器
12, 36, 45, 房间02, 密码, 00040030, 00, 00, 			游戏状态, 25, 服务器, 游戏结束				, iUserState{[0]=3[1]=3[2]=0[3]=0[4]=0[5]=0}, iChangeMoney{[0]=-1[1]=1[2]=0[3]=0[4]=0[5]=0
12, 36, 46, 房间02, 密码, 00040030, 00, 00, 		游戏状态, 25, 定时器, 49, 
12, 36, 47, 房间02, 密码, 00040030, 00, 00, 		游戏状态, 25, 定时器, 49, 
12, 36, 48, 房间02, 密码, 00040030, 00, 00, 		游戏状态, 25, 定时器, 49, 
12, 36, 49, 房间02, 密码, 00040030, 00, 00, 		游戏状态, 25, 定时器, 49, 
12, 36, 50, 房间02, 密码, 00040030, 00, 00, 		游戏状态, 25, 定时器, 49, 
12, 36, 51, 房间02, 密码, 00040030, 00, 00, 		游戏状态, 25, 定时器, 49, 
12, 36, 52, 房间02, 密码, 00040030, 00, 00, 游戏状态, 24, 服务器, 游戏开始				
12, 36, 54, 房间02, 密码, 00040030, 00, 00, 		游戏状态, 24, 定时器, 38, 游戏开始定时器		 
12, 36, 55, 房间02, 密码, 00040030, 00, 00, 		游戏状态, 21, 定时器, 32, 下注完成定时器
12, 36, 55, 房间02, 密码, 00040030, 00, 00, 			游戏状态, 22, 服务器, 通知发牌信息	   		, iStartPos=0, iUserCard={[0]=_0x12_0x1A_0x35_0x08_0x18[1]=_0x39_0x1C_0x2D_0x02_0x11[2]=_0x00_0x00_0x00_0x00_0x00[3]=_0x00_0x00_0x00_0x00_0x00[4]=_0x00_0x00_0x00_0x00_0x00[5]=_0x00_0x00_0x00_0x00_0x00}, iUserCardCount={[0]=5[1]=5[2]=0[3]=0[4]=0[5]=0}
12, 36, 56, 房间02, 密码, 00040030, 00, 00, 		游戏状态, 22, 定时器, 33, 发牌结束定时器
12, 36, 56, 房间02, 密码, 00040030, 00, 00, 游戏状态, 22, 服务器, 发牌完成		   		
12, 36, 56, 房间02, 密码, 00040030, 00, 00, 			游戏状态, 23, 服务器, 通知开牌摆牛	   		, iOutDeskStation=1
12, 36, 57, 房间02, 密码, 00040030, 00, 00, 		游戏状态, 23, 定时器, 48, 
12, 37, 00, 房间02, 密码, 00040030, 00, 00, 			游戏状态, 23, 客户端,  0, 玩家摆牛		   		, byDeskStation=0, bReadyOpenCard{, byUnderCard{[0]=0x00[1]=0x00[2]=0x00}, byUpCard{[0]=0x00[1]=0x00}, iShape=0
12, 37, 00, 房间02, 密码, 00040030, 00, 00, 			游戏状态, 23, 服务器, 玩家摆牛结果	   		, byDeskStation=0, bReadyOpenCard{, byUnderCard{[0]=0x12[1]=0x1A[2]=0x35}, byUpCard{[0]=0x08[1]=0x18}, iShape=0
12, 37, 01, 房间02, 密码, 00040030, 00, 00, 			游戏状态, 23, 客户端,  1, 玩家摆牛		   		, byDeskStation=1, bReadyOpenCard{, byUnderCard{[0]=0x00[1]=0x00[2]=0x00}, byUpCard{[0]=0x00[1]=0x00}, iShape=0
12, 37, 01, 房间02, 密码, 00040030, 00, 00, 			游戏状态, 23, 服务器, 玩家摆牛结果	   		, byDeskStation=1, bReadyOpenCard{, byUnderCard{[0]=0x39[1]=0x1C[2]=0x2D}, byUpCard{[0]=0x02[1]=0x11}, iShape=0
12, 37, 02, 房间02, 密码, 00040030, 00, 00, 		游戏状态, 23, 定时器, 35, 游戏结束定时器
12, 37, 02, 房间02, 密码, 00040030, 00, 00, 			游戏状态, 25, 服务器, 游戏结束				, iUserState{[0]=3[1]=3[2]=0[3]=0[4]=0[5]=0}, iChangeMoney{[0]=-1[1]=1[2]=0[3]=0[4]=0[5]=0
12, 37, 03, 房间02, 密码, 00040030, 00, 00, 		游戏状态, 25, 定时器, 49, 
12, 37, 04, 房间02, 密码, 00040030, 00, 00, 		游戏状态, 25, 定时器, 49, 
12, 37, 05, 房间02, 密码, 00040030, 00, 00, 		游戏状态, 25, 定时器, 49, 
12, 37, 06, 房间02, 密码, 00040030, 00, 00, 		游戏状态, 25, 定时器, 49, 
12, 37, 07, 房间02, 密码, 00040030, 00, 00, 		游戏状态, 25, 定时器, 49, 
12, 37, 08, 房间02, 密码, 00040030, 00, 00, 		游戏状态, 25, 定时器, 49, 
12, 37, 09, 房间02, 密码, 00040030, 00, 00, 		游戏状态, 25, 定时器, 49, 
12, 37, 10, 房间02, 密码, 00040030, 00, 00, 		游戏状态, 25, 定时器, 49, 
12, 37, 11, 房间02, 密码, 00040030, 00, 00, 		游戏状态, 25, 定时器, 49, 
12, 37, 12, 房间02, 密码, 00040030, 00, 00, 		游戏状态, 25, 定时器, 49, 
12, 37, 13, 房间02, 密码, 00040030, 00, 00, 		游戏状态, 25, 定时器, 49, 
12, 37, 14, 房间02, 密码, 00040030, 00, 00, 		游戏状态, 25, 定时器, 49, 
12, 37, 15, 房间02, 密码, 00040030, 00, 00, 		游戏状态, 25, 定时器, 49, 
12, 37, 16, 房间02, 密码, 00040030, 00, 00, 		游戏状态, 25, 定时器, 49, 
12, 37, 17, 房间02, 密码, 00040030, 00, 00, 游戏状态, 24, 服务器, 游戏开始				
12, 37, 19, 房间02, 密码, 00040030, 00, 00, 		游戏状态, 24, 定时器, 38, 游戏开始定时器		 
12, 37, 19, 房间02, 密码, 00040030, 00, 00, 		游戏状态, 21, 定时器, 32, 下注完成定时器
12, 37, 19, 房间02, 密码, 00040030, 00, 00, 			游戏状态, 22, 服务器, 通知发牌信息	   		, iStartPos=0, iUserCard={[0]=_0x1A_0x31_0x25_0x36_0x15[1]=_0x29_0x24_0x28_0x35_0x27[2]=_0x00_0x00_0x00_0x00_0x00[3]=_0x00_0x00_0x00_0x00_0x00[4]=_0x00_0x00_0x00_0x00_0x00[5]=_0x00_0x00_0x00_0x00_0x00}, iUserCardCount={[0]=5[1]=5[2]=0[3]=0[4]=0[5]=0}
12, 37, 21, 房间02, 密码, 00040030, 00, 00, 		游戏状态, 22, 定时器, 33, 发牌结束定时器
12, 37, 21, 房间02, 密码, 00040030, 00, 00, 游戏状态, 22, 服务器, 发牌完成		   		
12, 37, 21, 房间02, 密码, 00040030, 00, 00, 			游戏状态, 23, 服务器, 通知开牌摆牛	   		, iOutDeskStation=1
12, 37, 22, 房间02, 密码, 00040030, 00, 00, 		游戏状态, 23, 定时器, 48, 
12, 37, 26, 房间02, 密码, 00040030, 00, 00, 			游戏状态, 23, 客户端,  1, 玩家摆牛		   		, byDeskStation=1, bReadyOpenCard{, byUnderCard{[0]=0x00[1]=0x00[2]=0x00}, byUpCard{[0]=0x00[1]=0x00}, iShape=0
12, 37, 26, 房间02, 密码, 00040030, 00, 00, 			游戏状态, 23, 服务器, 玩家摆牛结果	   		, byDeskStation=1, bReadyOpenCard{, byUnderCard{[0]=0x24[1]=0x28[2]=0x35}, byUpCard{[0]=0x29[1]=0x27}, iShape=8
12, 37, 27, 房间02, 密码, 00040030, 00, 00, 			游戏状态, 23, 客户端,  0, 玩家摆牛		   		, byDeskStation=0, bReadyOpenCard{, byUnderCard{[0]=0x00[1]=0x00[2]=0x00}, byUpCard{[0]=0x00[1]=0x00}, iShape=0
12, 37, 27, 房间02, 密码, 00040030, 00, 00, 			游戏状态, 23, 服务器, 玩家摆牛结果	   		, byDeskStation=0, bReadyOpenCard{, byUnderCard{[0]=0x1A[1]=0x31[2]=0x25}, byUpCard{[0]=0x36[1]=0x15}, iShape=0
12, 37, 28, 房间02, 密码, 00040030, 00, 00, 		游戏状态, 23, 定时器, 35, 游戏结束定时器
12, 37, 28, 房间02, 密码, 00040030, 00, 00, 			游戏状态, 25, 服务器, 游戏结束				, iUserState{[0]=3[1]=3[2]=0[3]=0[4]=0[5]=0}, iChangeMoney{[0]=-2[1]=2[2]=0[3]=0[4]=0[5]=0
12, 37, 29, 房间02, 密码, 00040030, 00, 00, 		游戏状态, 25, 定时器, 49, 
12, 37, 30, 房间02, 密码, 00040030, 00, 00, 		游戏状态, 25, 定时器, 49, 
12, 37, 31, 房间02, 密码, 00040030, 00, 00, 		游戏状态, 25, 定时器, 49, 
12, 37, 32, 房间02, 密码, 00040030, 00, 00, 		游戏状态, 25, 定时器, 49, 
12, 37, 33, 房间02, 密码, 00040030, 00, 00, 		游戏状态, 25, 定时器, 49, 
12, 37, 33, 房间02, 密码, 00040030, 00, 00, 游戏状态, 24, 服务器, 游戏开始				
12, 37, 35, 房间02, 密码, 00040030, 00, 00, 		游戏状态, 24, 定时器, 38, 游戏开始定时器		 
12, 37, 36, 房间02, 密码, 00040030, 00, 00, 		游戏状态, 21, 定时器, 32, 下注完成定时器
12, 37, 36, 房间02, 密码, 00040030, 00, 00, 			游戏状态, 22, 服务器, 通知发牌信息	   		, iStartPos=0, iUserCard={[0]=_0x22_0x3D_0x38_0x3C_0x21[1]=_0x1C_0x33_0x23_0x13_0x19[2]=_0x00_0x00_0x00_0x00_0x00[3]=_0x00_0x00_0x00_0x00_0x00[4]=_0x00_0x00_0x00_0x00_0x00[5]=_0x00_0x00_0x00_0x00_0x00}, iUserCardCount={[0]=5[1]=5[2]=0[3]=0[4]=0[5]=0}
12, 37, 37, 房间02, 密码, 00040030, 00, 00, 		游戏状态, 22, 定时器, 33, 发牌结束定时器
12, 37, 37, 房间02, 密码, 00040030, 00, 00, 游戏状态, 22, 服务器, 发牌完成		   		
12, 37, 37, 房间02, 密码, 00040030, 00, 00, 			游戏状态, 23, 服务器, 通知开牌摆牛	   		, iOutDeskStation=1
12, 37, 38, 房间02, 密码, 00040030, 00, 00, 		游戏状态, 23, 定时器, 48, 
12, 37, 39, 房间02, 密码, 00040030, 00, 00, 			游戏状态, 23, 客户端,  0, 玩家摆牛		   		, byDeskStation=0, bReadyOpenCard{, byUnderCard{[0]=0x00[1]=0x00[2]=0x00}, byUpCard{[0]=0x00[1]=0x00}, iShape=0
12, 37, 39, 房间02, 密码, 00040030, 00, 00, 			游戏状态, 23, 服务器, 玩家摆牛结果	   		, byDeskStation=0, bReadyOpenCard{, byUnderCard{[0]=0x3D[1]=0x38[2]=0x3C}, byUpCard{[0]=0x22[1]=0x21}, iShape=5
12, 37, 40, 房间02, 密码, 00040030, 00, 00, 			游戏状态, 23, 客户端,  1, 玩家摆牛		   		, byDeskStation=1, bReadyOpenCard{, byUnderCard{[0]=0x00[1]=0x00[2]=0x00}, byUpCard{[0]=0x00[1]=0x00}, iShape=0
12, 37, 40, 房间02, 密码, 00040030, 00, 00, 			游戏状态, 23, 服务器, 玩家摆牛结果	   		, byDeskStation=1, bReadyOpenCard{, byUnderCard{[0]=0x1C[1]=0x33[2]=0x23}, byUpCard{[0]=0x13[1]=0x19}, iShape=0
12, 37, 41, 房间02, 密码, 00040030, 00, 00, 		游戏状态, 23, 定时器, 35, 游戏结束定时器
12, 37, 41, 房间02, 密码, 00040030, 00, 00, 			游戏状态, 25, 服务器, 游戏结束				, iUserState{[0]=3[1]=3[2]=0[3]=0[4]=0[5]=0}, iChangeMoney{[0]=1[1]=-1[2]=0[3]=0[4]=0[5]=0
12, 37, 42, 房间02, 密码, 00040030, 00, 00, 		游戏状态, 25, 定时器, 49, 
12, 37, 43, 房间02, 密码, 00040030, 00, 00, 		游戏状态, 25, 定时器, 49, 
12, 37, 44, 房间02, 密码, 00040030, 00, 00, 		游戏状态, 25, 定时器, 49, 
12, 37, 45, 房间02, 密码, 00040030, 00, 00, 		游戏状态, 25, 定时器, 49, 
12, 37, 46, 房间02, 密码, 00040030, 00, 00, 		游戏状态, 25, 定时器, 49, 
12, 37, 47, 房间02, 密码, 00040030, 00, 00, 		游戏状态, 25, 定时器, 49, 
12, 37, 48, 房间02, 密码, 00040030, 00, 00, 		游戏状态, 25, 定时器, 49, 
12, 37, 49, 房间02, 密码, 00040030, 00, 00, 		游戏状态, 25, 定时器, 49, 
12, 37, 49, 房间02, 密码, 00040030, 00, 00, 游戏状态, 24, 服务器, 游戏开始				
12, 37, 51, 房间02, 密码, 00040030, 00, 00, 		游戏状态, 24, 定时器, 38, 游戏开始定时器		 
12, 37, 51, 房间02, 密码, 00040030, 00, 00, 		游戏状态, 21, 定时器, 32, 下注完成定时器
12, 37, 51, 房间02, 密码, 00040030, 00, 00, 			游戏状态, 22, 服务器, 通知发牌信息	   		, iStartPos=1, iUserCard={[0]=_0x1C_0x1B_0x3A_0x08_0x19[1]=_0x24_0x35_0x2C_0x09_0x3D[2]=_0x00_0x00_0x00_0x00_0x00[3]=_0x00_0x00_0x00_0x00_0x00[4]=_0x00_0x00_0x00_0x00_0x00[5]=_0x00_0x00_0x00_0x00_0x00}, iUserCardCount={[0]=5[1]=5[2]=0[3]=0[4]=0[5]=0}
12, 37, 53, 房间02, 密码, 00040030, 00, 00, 		游戏状态, 22, 定时器, 33, 发牌结束定时器
12, 37, 53, 房间02, 密码, 00040030, 00, 00, 游戏状态, 22, 服务器, 发牌完成		   		
12, 37, 53, 房间02, 密码, 00040030, 00, 00, 			游戏状态, 23, 服务器, 通知开牌摆牛	   		, iOutDeskStation=1
12, 37, 54, 房间02, 密码, 00040030, 00, 00, 		游戏状态, 23, 定时器, 48, 
12, 37, 55, 房间02, 密码, 00040030, 00, 00, 			游戏状态, 23, 客户端,  0, 玩家摆牛		   		, byDeskStation=0, bReadyOpenCard{, byUnderCard{[0]=0x00[1]=0x00[2]=0x00}, byUpCard{[0]=0x00[1]=0x00}, iShape=0
12, 37, 55, 房间02, 密码, 00040030, 00, 00, 			游戏状态, 23, 服务器, 玩家摆牛结果	   		, byDeskStation=0, bReadyOpenCard{, byUnderCard{[0]=0x1C[1]=0x1B[2]=0x3A}, byUpCard{[0]=0x08[1]=0x19}, iShape=9
12, 38, 00, 房间02, 密码, 00040030, 00, 00, 			游戏状态, 23, 客户端,  1, 玩家摆牛		   		, byDeskStation=1, bReadyOpenCard{, byUnderCard{[0]=0x00[1]=0x00[2]=0x00}, byUpCard{[0]=0x00[1]=0x00}, iShape=0
12, 38, 00, 房间02, 密码, 00040030, 00, 00, 			游戏状态, 23, 服务器, 玩家摆牛结果	   		, byDeskStation=1, bReadyOpenCard{, byUnderCard{[0]=0x24[1]=0x35[2]=0x2C}, byUpCard{[0]=0x09[1]=0x3D}, iShape=0
12, 38, 01, 房间02, 密码, 00040030, 00, 00, 		游戏状态, 23, 定时器, 35, 游戏结束定时器
12, 38, 01, 房间02, 密码, 00040030, 00, 00, 			游戏状态, 25, 服务器, 游戏结束				, iUserState{[0]=3[1]=3[2]=0[3]=0[4]=0[5]=0}, iChangeMoney{[0]=3[1]=-3[2]=0[3]=0[4]=0[5]=0
12, 38, 02, 房间02, 密码, 00040030, 00, 00, 		游戏状态, 25, 定时器, 49, 
12, 38, 03, 房间02, 密码, 00040030, 00, 00, 		游戏状态, 25, 定时器, 49, 
12, 38, 04, 房间02, 密码, 00040030, 00, 00, 		游戏状态, 25, 定时器, 49, 
12, 38, 05, 房间02, 密码, 00040030, 00, 00, 		游戏状态, 25, 定时器, 49, 
12, 38, 06, 房间02, 密码, 00040030, 00, 00, 游戏状态, 24, 服务器, 游戏开始				
12, 38, 08, 房间02, 密码, 00040030, 00, 00, 		游戏状态, 24, 定时器, 38, 游戏开始定时器		 
12, 38, 08, 房间02, 密码, 00040030, 00, 00, 		游戏状态, 21, 定时器, 32, 下注完成定时器
12, 38, 08, 房间02, 密码, 00040030, 00, 00, 			游戏状态, 22, 服务器, 通知发牌信息	   		, iStartPos=0, iUserCard={[0]=_0x0C_0x3D_0x0A_0x16_0x1C[1]=_0x21_0x1A_0x24_0x1D_0x35[2]=_0x00_0x00_0x00_0x00_0x00[3]=_0x00_0x00_0x00_0x00_0x00[4]=_0x00_0x00_0x00_0x00_0x00[5]=_0x00_0x00_0x00_0x00_0x00}, iUserCardCount={[0]=5[1]=5[2]=0[3]=0[4]=0[5]=0}
12, 38, 10, 房间02, 密码, 00040030, 00, 00, 		游戏状态, 22, 定时器, 33, 发牌结束定时器
12, 38, 10, 房间02, 密码, 00040030, 00, 00, 游戏状态, 22, 服务器, 发牌完成		   		
12, 38, 10, 房间02, 密码, 00040030, 00, 00, 			游戏状态, 23, 服务器, 通知开牌摆牛	   		, iOutDeskStation=1
12, 38, 11, 房间02, 密码, 00040030, 00, 00, 		游戏状态, 23, 定时器, 48, 
12, 38, 12, 房间02, 密码, 00040030, 00, 00, 			游戏状态, 23, 客户端,  0, 玩家摆牛		   		, byDeskStation=0, bReadyOpenCard{, byUnderCard{[0]=0x00[1]=0x00[2]=0x00}, byUpCard{[0]=0x00[1]=0x00}, iShape=0
12, 38, 12, 房间02, 密码, 00040030, 00, 00, 			游戏状态, 23, 服务器, 玩家摆牛结果	   		, byDeskStation=0, bReadyOpenCard{, byUnderCard{[0]=0x0C[1]=0x0A[2]=0x1C}, byUpCard{[0]=0x3D[1]=0x16}, iShape=8
12, 38, 14, 房间02, 密码, 00040030, 00, 00, 			游戏状态, 23, 客户端,  1, 玩家摆牛		   		, byDeskStation=1, bReadyOpenCard{, byUnderCard{[0]=0x00[1]=0x00[2]=0x00}, byUpCard{[0]=0x00[1]=0x00}, iShape=0
12, 38, 14, 房间02, 密码, 00040030, 00, 00, 			游戏状态, 23, 服务器, 玩家摆牛结果	   		, byDeskStation=1, bReadyOpenCard{, byUnderCard{[0]=0x21[1]=0x1A[2]=0x24}, byUpCard{[0]=0x1D[1]=0x35}, iShape=0
12, 38, 15, 房间02, 密码, 00040030, 00, 00, 		游戏状态, 23, 定时器, 35, 游戏结束定时器
