00, 06, 42, 房间00, 密码, 00040030, 00, 00, 		游戏状态, 1, 定时器, 49, 
09, 58, 05, 房间00, 密码, 00040030, 00, 00, 		游戏状态, 25, 定时器, 49, 
09, 58, 06, 房间00, 密码, 00040030, 00, 00, 		游戏状态, 25, 定时器, 49, 
09, 58, 07, 房间00, 密码, 00040030, 00, 00, 		游戏状态, 25, 定时器, 49, 
09, 58, 08, 房间00, 密码, 00040030, 00, 00, 		游戏状态, 25, 定时器, 49, 
09, 58, 09, 房间00, 密码, 00040030, 00, 00, 		游戏状态, 25, 定时器, 49, 
09, 58, 10, 房间00, 密码, 00040030, 00, 00, 		游戏状态, 25, 定时器, 49, 
09, 58, 12, 房间01, 密码, 00000000, 00, 00, 		游戏状态, 1, 定时器, 49, 
09, 58, 13, 房间01, 密码, 00040030, 00, 00, 游戏状态, 1, 用户进入, 0
09, 58, 14, 房间01, 密码, 00040030, 00, 00, 		游戏状态, 1, 定时器, 49, 
09, 58, 15, 房间01, 密码, 00040030, 00, 00, 		游戏状态, 1, 定时器, 49, 
09, 58, 16, 房间01, 密码, 00040030, 00, 00, 		游戏状态, 1, 定时器, 49, 
09, 58, 16, 房间01, 密码, 00040030, 00, 00, 		游戏状态, 1, 定时器, 49, 
09, 58, 18, 房间01, 密码, 00040030, 00, 00, 		游戏状态, 1, 定时器, 49, 
09, 58, 19, 房间01, 密码, 00040030, 00, 00, 		游戏状态, 1, 定时器, 49, 
09, 58, 19, 房间01, 密码, 00040030, 00, 00, 		游戏状态, 1, 定时器, 49, 
09, 58, 21, 房间01, 密码, 00040030, 00, 00, 		游戏状态, 1, 定时器, 49, 
09, 58, 21, 房间01, 密码, 00040030, 00, 00, 		游戏状态, 1, 定时器, 49, 
09, 58, 22, 房间01, 密码, 00040030, 00, 00, 		游戏状态, 1, 定时器, 49, 
10, 15, 58, 房间01, 密码, 00040030, 00, 00, 		游戏状态, 1, 定时器, 49, 
10, 15, 59, 房间01, 密码, 00040030, 00, 00, 游戏状态, 1, 用户进入, 0
10, 15, 59, 房间01, 密码, 00040030, 00, 00, 		游戏状态, 1, 定时器, 49, 
10, 16, 00, 房间01, 密码, 00040030, 00, 00, 		游戏状态, 1, 定时器, 49, 
10, 16, 01, 房间01, 密码, 00040030, 00, 00, 		游戏状态, 1, 定时器, 49, 
10, 16, 02, 房间01, 密码, 00040030, 00, 00, 		游戏状态, 1, 定时器, 49, 
10, 16, 03, 房间01, 密码, 00040030, 00, 00, 		游戏状态, 1, 定时器, 49, 
10, 16, 04, 房间01, 密码, 00040030, 00, 00, 		游戏状态, 1, 定时器, 49, 
10, 16, 05, 房间01, 密码, 00040030, 00, 00, 		游戏状态, 1, 定时器, 49, 
10, 16, 06, 房间01, 密码, 00040030, 00, 00, 		游戏状态, 1, 定时器, 49, 
10, 16, 07, 房间01, 密码, 00040030, 00, 00, 		游戏状态, 1, 定时器, 49, 
10, 16, 08, 房间01, 密码, 00040030, 00, 00, 		游戏状态, 1, 定时器, 49, 
10, 16, 12, 房间17, 密码, 00000000, 00, 00, 		游戏状态, 1, 定时器, 49, 
10, 16, 13, 房间17, 密码, 00040030, 00, 00, 游戏状态, 1, 用户进入, 0
10, 16, 13, 房间17, 密码, 00040030, 00, 00, 		游戏状态, 1, 定时器, 49, 
10, 16, 14, 房间17, 密码, 00040030, 00, 00, 		游戏状态, 1, 定时器, 49, 
10, 16, 15, 房间17, 密码, 00040030, 00, 00, 		游戏状态, 1, 定时器, 49, 
10, 16, 16, 房间17, 密码, 00040030, 00, 00, 		游戏状态, 1, 定时器, 49, 
10, 16, 17, 房间17, 密码, 00040030, 00, 00, 		游戏状态, 1, 定时器, 49, 
10, 16, 18, 房间17, 密码, 00040030, 00, 00, 		游戏状态, 1, 定时器, 49, 
10, 16, 19, 房间17, 密码, 00040030, 00, 00, 		游戏状态, 1, 定时器, 49, 
10, 16, 20, 房间17, 密码, 00040030, 00, 00, 		游戏状态, 1, 定时器, 49, 
10, 16, 21, 房间17, 密码, 00040030, 00, 00, 		游戏状态, 1, 定时器, 49, 
10, 16, 22, 房间17, 密码, 00040030, 00, 00, 		游戏状态, 1, 定时器, 49, 
10, 16, 23, 房间17, 密码, 00040030, 00, 00, 		游戏状态, 1, 定时器, 49, 
10, 16, 24, 房间17, 密码, 00040030, 00, 00, 		游戏状态, 1, 定时器, 49, 
10, 16, 25, 房间17, 密码, 00040030, 00, 00, 		游戏状态, 1, 定时器, 49, 
10, 16, 26, 房间17, 密码, 00040030, 00, 00, 		游戏状态, 1, 定时器, 49, 
10, 16, 29, 房间03, 密码, 00040030, 00, 00, 		游戏状态, 1, 定时器, 49, 
10, 16, 29, 房间03, 密码, 00040030, 00, 00, 游戏状态, 1, 用户进入, 0
10, 16, 30, 房间03, 密码, 00040030, 00, 00, 		游戏状态, 1, 定时器, 49, 
10, 16, 31, 房间03, 密码, 00040030, 00, 00, 		游戏状态, 1, 定时器, 49, 
10, 16, 32, 房间03, 密码, 00040030, 00, 00, 		游戏状态, 1, 定时器, 49, 
10, 16, 33, 房间03, 密码, 00040030, 00, 00, 		游戏状态, 1, 定时器, 49, 
10, 16, 34, 房间03, 密码, 00040030, 00, 00, 		游戏状态, 1, 定时器, 49, 
10, 16, 35, 房间03, 密码, 00040030, 00, 00, 		游戏状态, 1, 定时器, 49, 
10, 16, 36, 房间03, 密码, 00040030, 00, 00, 		游戏状态, 1, 定时器, 49, 
10, 16, 37, 房间03, 密码, 00040030, 00, 00, 		游戏状态, 1, 定时器, 49, 
10, 16, 38, 房间03, 密码, 00040030, 00, 00, 		游戏状态, 1, 定时器, 49, 
10, 16, 39, 房间03, 密码, 00040030, 00, 00, 		游戏状态, 1, 定时器, 49, 
10, 16, 40, 房间03, 密码, 00040030, 00, 00, 		游戏状态, 1, 定时器, 49, 
10, 16, 41, 房间03, 密码, 00040030, 00, 00, 		游戏状态, 1, 定时器, 49, 
10, 16, 42, 房间03, 密码, 00040030, 00, 00, 		游戏状态, 1, 定时器, 49, 
10, 16, 43, 房间03, 密码, 00040030, 00, 00, 		游戏状态, 1, 定时器, 49, 
10, 16, 45, 房间02, 密码, 00000000, 00, 00, 		游戏状态, 1, 定时器, 49, 
10, 16, 45, 房间02, 密码, 00040030, 00, 00, 游戏状态, 1, 用户进入, 0
10, 16, 46, 房间02, 密码, 00040030, 00, 00, 		游戏状态, 1, 定时器, 49, 
10, 16, 47, 房间02, 密码, 00040030, 00, 00, 		游戏状态, 1, 定时器, 49, 
10, 16, 48, 房间02, 密码, 00040030, 00, 00, 		游戏状态, 1, 定时器, 49, 
10, 16, 49, 房间02, 密码, 00040030, 00, 00, 		游戏状态, 1, 定时器, 49, 
10, 16, 50, 房间02, 密码, 00040030, 00, 00, 		游戏状态, 1, 定时器, 49, 
10, 16, 51, 房间02, 密码, 00040030, 00, 00, 		游戏状态, 1, 定时器, 49, 
10, 16, 52, 房间02, 密码, 00040030, 00, 00, 		游戏状态, 1, 定时器, 49, 
10, 16, 53, 房间02, 密码, 00040030, 00, 00, 		游戏状态, 1, 定时器, 49, 
11, 21, 08, 房间00, 密码, 00040030, 00, 00, 游戏状态, 25, 用户进入, 0
11, 21, 08, 房间00, 密码, 00040030, 00, 00, 		游戏状态, 25, 定时器, 49, 
11, 21, 09, 房间00, 密码, 00040030, 00, 00, 		游戏状态, 25, 定时器, 49, 
11, 21, 10, 房间00, 密码, 00040030, 00, 00, 		游戏状态, 25, 定时器, 49, 
11, 21, 11, 房间00, 密码, 00040030, 00, 00, 		游戏状态, 25, 定时器, 49, 
11, 21, 12, 房间00, 密码, 00040030, 00, 00, 		游戏状态, 25, 定时器, 49, 
11, 21, 13, 房间00, 密码, 00040030, 00, 00, 		游戏状态, 25, 定时器, 49, 
11, 21, 14, 房间00, 密码, 00040030, 00, 00, 		游戏状态, 25, 定时器, 49, 
15, 31, 41, 房间00, 密码, 00040030, 00, 00, 		游戏状态, 25, 定时器, 49, 
15, 31, 41, 房间00, 密码, 00040030, 00, 00, 游戏状态, 25, 用户进入, 0
15, 31, 42, 房间00, 密码, 00040030, 00, 00, 		游戏状态, 25, 定时器, 49, 
15, 31, 43, 房间00, 密码, 00040030, 00, 00, 		游戏状态, 25, 定时器, 49, 
15, 31, 44, 房间00, 密码, 00040030, 00, 00, 		游戏状态, 25, 定时器, 49, 
15, 31, 45, 房间00, 密码, 00040030, 00, 00, 		游戏状态, 25, 定时器, 49, 
15, 31, 46, 房间00, 密码, 00040030, 00, 00, 		游戏状态, 25, 定时器, 49, 
16, 12, 26, 房间00, 密码, 00040030, 00, 00, 游戏状态, 25, 用户进入, 0
16, 12, 26, 房间00, 密码, 00040030, 00, 00, 		游戏状态, 25, 定时器, 49, 
16, 12, 27, 房间00, 密码, 00040030, 00, 00, 		游戏状态, 25, 定时器, 49, 
16, 12, 28, 房间00, 密码, 00040030, 00, 00, 		游戏状态, 25, 定时器, 49, 
16, 12, 29, 房间00, 密码, 00040030, 00, 00, 		游戏状态, 25, 定时器, 49, 
16, 12, 30, 房间00, 密码, 00040030, 00, 00, 		游戏状态, 25, 定时器, 49, 
16, 12, 31, 房间00, 密码, 00040030, 00, 00, 		游戏状态, 25, 定时器, 49, 
16, 12, 32, 房间00, 密码, 00040030, 00, 00, 		游戏状态, 25, 定时器, 49, 
16, 12, 35, 房间00, 密码, 00040030, 00, 00, 游戏状态, 25, 用户进入, 0
16, 12, 36, 房间00, 密码, 00040030, 00, 00, 		游戏状态, 25, 定时器, 49, 
16, 12, 37, 房间00, 密码, 00040030, 00, 00, 		游戏状态, 25, 定时器, 49, 
16, 12, 38, 房间00, 密码, 00040030, 00, 00, 		游戏状态, 25, 定时器, 49, 
16, 12, 39, 房间00, 密码, 00040030, 00, 00, 		游戏状态, 25, 定时器, 49, 
16, 12, 40, 房间00, 密码, 00040030, 00, 00, 		游戏状态, 25, 定时器, 49, 
16, 12, 41, 房间00, 密码, 00040030, 00, 00, 		游戏状态, 25, 定时器, 49, 
16, 12, 42, 房间00, 密码, 00040030, 00, 00, 		游戏状态, 25, 定时器, 49, 
16, 12, 43, 房间00, 密码, 00040030, 00, 00, 		游戏状态, 25, 定时器, 49, 
16, 12, 44, 房间00, 密码, 00040030, 00, 00, 		游戏状态, 25, 定时器, 49, 
16, 12, 45, 房间00, 密码, 00040030, 00, 00, 		游戏状态, 25, 定时器, 49, 
16, 12, 46, 房间00, 密码, 00040030, 00, 00, 		游戏状态, 25, 定时器, 49, 
16, 12, 47, 房间00, 密码, 00040030, 00, 00, 		游戏状态, 25, 定时器, 49, 
16, 12, 48, 房间00, 密码, 00040030, 00, 00, 		游戏状态, 25, 定时器, 49, 
16, 12, 49, 房间00, 密码, 00040030, 00, 00, 		游戏状态, 25, 定时器, 49, 
16, 12, 50, 房间00, 密码, 00040030, 00, 00, 		游戏状态, 25, 定时器, 49, 
16, 12, 54, 房间00, 密码, 00040030, 00, 00, 游戏状态, 25, 用户进入, 0
16, 12, 55, 房间00, 密码, 00040030, 00, 00, 		游戏状态, 25, 定时器, 49, 
16, 12, 56, 房间00, 密码, 00040030, 00, 00, 		游戏状态, 25, 定时器, 49, 
16, 12, 57, 房间00, 密码, 00040030, 00, 00, 		游戏状态, 25, 定时器, 49, 
16, 12, 58, 房间00, 密码, 00040030, 00, 00, 		游戏状态, 25, 定时器, 49, 
16, 12, 59, 房间00, 密码, 00040030, 00, 00, 		游戏状态, 25, 定时器, 49, 
16, 13, 00, 房间00, 密码, 00040030, 00, 00, 		游戏状态, 25, 定时器, 49, 
16, 13, 01, 房间00, 密码, 00040030, 00, 00, 		游戏状态, 25, 定时器, 49, 
16, 13, 02, 房间00, 密码, 00040030, 00, 00, 		游戏状态, 25, 定时器, 49, 
